,brand,model,year,hour,horizon,vertical,file_path,class
101,르노삼성,SM7,2016,16시대,105,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H105_V0.jpg,1
102,르노삼성,SM7,2016,16시대,0,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H0_V15.jpg,1
103,르노삼성,SM7,2016,16시대,0,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H0_V0.jpg,1
104,르노삼성,SM7,2016,16시대,150,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H150_V0.jpg,1
105,르노삼성,SM7,2016,16시대,150,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H150_V30.jpg,1
106,르노삼성,SM7,2016,16시대,120,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H120_V15.jpg,1
107,르노삼성,SM7,2016,16시대,120,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H120_V0.jpg,1
108,르노삼성,SM7,2016,16시대,120,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H120_V30.jpg,1
109,르노삼성,SM7,2016,16시대,180,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H180_V0.jpg,1
110,르노삼성,SM7,2016,16시대,270,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H270_V0.jpg,1
111,르노삼성,SM7,2016,16시대,270,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H270_V30.jpg,1
112,르노삼성,SM7,2016,16시대,285,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H285_V0.jpg,1
113,르노삼성,SM7,2016,16시대,285,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H285_V45_(1).jpg,1
114,르노삼성,SM7,2016,16시대,285,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H285_V30_(1).jpg,1
115,르노삼성,SM7,2016,16시대,30,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H30_V30.jpg,1
116,르노삼성,SM7,2016,16시대,30,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H30_V0.jpg,1
117,르노삼성,SM7,2016,16시대,300,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H300_V0.jpg,1
118,르노삼성,SM7,2016,16시대,240,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H240_V0.jpg,1
119,르노삼성,SM7,2016,16시대,225,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H225_V0.jpg,1
120,르노삼성,SM7,2016,16시대,315,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H315_V0.jpg,1
121,르노삼성,SM7,2016,16시대,330,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H330_V0.jpg,1
122,르노삼성,SM7,2016,16시대,210,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H210_V0.jpg,1
123,르노삼성,SM7,2016,16시대,255,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H255_V30.jpg,1
124,르노삼성,SM7,2016,16시대,255,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H255_V0.jpg,1
125,르노삼성,SM7,2016,16시대,45,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H45_V0.jpg,1
126,르노삼성,SM7,2016,16시대,75,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H75_V0.jpg,1
127,르노삼성,SM7,2016,16시대,345,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H345_V0.jpg,1
128,르노삼성,SM7,2016,16시대,90,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H90_V0.jpg,1
129,르노삼성,SM7,2016,16시대,60,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_16시대_H60_V0.jpg,1
130,르노삼성,SM7,2016,14시대,0,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H0_V0.jpg,1
131,르노삼성,SM7,2016,14시대,15,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H15_V0.jpg,1
132,르노삼성,SM7,2016,14시대,240,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H240_V30.jpg,1
133,르노삼성,SM7,2016,14시대,240,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H240_V0.jpg,1
134,르노삼성,SM7,2016,14시대,240,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H240_V15.jpg,1
135,르노삼성,SM7,2016,14시대,195,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H195_V15.jpg,1
136,르노삼성,SM7,2016,14시대,195,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H195_V0.jpg,1
137,르노삼성,SM7,2016,14시대,210,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H210_V60.jpg,1
138,르노삼성,SM7,2016,14시대,210,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H210_V30.jpg,1
139,르노삼성,SM7,2016,14시대,210,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H210_V0.jpg,1
140,르노삼성,SM7,2016,14시대,210,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H210_V15.jpg,1
141,르노삼성,SM7,2016,14시대,225,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H225_V30.jpg,1
142,르노삼성,SM7,2016,14시대,225,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H225_V15.jpg,1
143,르노삼성,SM7,2016,14시대,225,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H225_V45.jpg,1
144,르노삼성,SM7,2016,14시대,225,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H225_V0.jpg,1
145,르노삼성,SM7,2016,14시대,180,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H180_V0.jpg,1
146,르노삼성,SM7,2016,14시대,165,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H165_V0_(1).jpg,1
147,르노삼성,SM7,2016,14시대,255,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H255_V30.jpg,1
148,르노삼성,SM7,2016,14시대,255,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H255_V60.jpg,1
149,르노삼성,SM7,2016,14시대,255,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H255_V0.jpg,1
150,르노삼성,SM7,2016,14시대,315,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H315_V0.jpg,1
151,르노삼성,SM7,2016,14시대,270,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_14시대_H270_V30.jpg,1
152,르노삼성,SM7,2016,18시대,120,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H120_V60.jpg,1
153,르노삼성,SM7,2016,18시대,120,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H120_V30.jpg,1
154,르노삼성,SM7,2016,18시대,120,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H120_V15.jpg,1
155,르노삼성,SM7,2016,18시대,120,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H120_V45.jpg,1
156,르노삼성,SM7,2016,18시대,120,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H120_V0.jpg,1
157,르노삼성,SM7,2016,18시대,0,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H0_V0.jpg,1
158,르노삼성,SM7,2016,18시대,0,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H0_V45.jpg,1
159,르노삼성,SM7,2016,18시대,0,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H0_V30.jpg,1
160,르노삼성,SM7,2016,18시대,0,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H0_V15.jpg,1
161,르노삼성,SM7,2016,18시대,135,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H135_V0_(1).jpg,1
162,르노삼성,SM7,2016,18시대,135,30,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H135_V30.jpg,1
163,르노삼성,SM7,2016,18시대,135,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H135_V45_(1).jpg,1
164,르노삼성,SM7,2016,18시대,135,15,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H135_V15_(1).jpg,1
165,르노삼성,SM7,2016,18시대,135,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H135_V60_(1).jpg,1
166,르노삼성,SM7,2016,18시대,105,45,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H105_V45_(1).jpg,1
167,르노삼성,SM7,2016,18시대,105,0,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H105_V0_(1).jpg,1
168,르노삼성,SM7,2016,18시대,105,60,/content/drive/MyDrive/공유폴더/kcar/cropped_img/르노삼성_SM7_2016_18시대_H105_V60.jpg,1
